"","JoinID","marine.incr","marine.circ","SeaAge","DaysatSea"
"1113","1979_151681",2.19328133333333,36,"1SW",420
"1114","1979_151880",2.626516,45,"1SW",452
"1115","1979_152814",1.81022466666667,35,"1SW",455
"1116","1979_153132",2.583486,50,"1SW",575
"1117","1979_153978",2.24073733333333,44,"1SW",465
"1118","1979_154579",2.31705466666667,47,"1SW",458
"1119","1979_154681",1.99078333333333,39,"1SW",453
"1120","1979_154731",1.984418,44,"1SW",438
"1121","1979_154957",1.97310733333333,39,"1SW",425
"1122","1979_155266",2.43590866666667,54,"1SW",579
"1123","1979_155480",2.48923933333333,40,"1SW",427
"1124","1979_156568",1.64194933333333,35,"1SW",449
"1125","1979_157212",2.017534,39,"1SW",420
"1126","1979_157415",1.854836,40,"1SW",462
"1127","1979_157843",2.14148333333333,43,"1SW",428
"1128","1979_157859",2.220984,39,"1SW",433
"1129","1979_158128",2.29729933333333,43,"1SW",431
"1130","1979_158159",1.99493866666667,38,"1SW",455
"1131","1985_158418",2.42928266666667,46,"1SW",481
"1132","1979_158987",2.16308466666667,43,"1SW",419
"1133","1979_159061",1.74421066666667,39,"1SW",420
"1134","1979_159331",2.969888,49,"1SW",433
"1135","1979_159503",2.137846,39,"1SW",458
"1136","1979_161678",2.25483466666667,42,"1SW",450
"1137","1979_161698",2.300978,43,"1SW",425
"1138","1979_162772",2.510752,51,"1SW",572
"1139","1979_162789",2.108506,47,"1SW",423
"1140","1979_163334",2.54028666666667,40,"1SW",424
"1141","1979_163712",2.826974,46,"1SW",531
"1142","1985_163797",2.187926,40,"1SW",480
"1143","1979_163976",2.48037,38,"1SW",440
"1144","1979_164429",2.120208,41,"1SW",426
"1145","1979_164950",2.53430066666667,43,"1SW",458
"1146","1979_166922",2.25277333333333,46,"1SW",444
"1147","1985_167065",1.770688,42,"1SW",482
"1148","1985_167367",1.79336066666667,36,"1SW",463
"1149","1985_169249",2.23651333333333,47,"1SW",472
"1150","1985_169249",2.23651333333333,47,"1SW",472
"1151","1979_169480",2.16312266666667,44,"1SW",410
"1152","1979_169552",2.249596,46,"1SW",428
"1153","1979_169664",2.18148533333333,40,"1SW",458
"1154","1979_170398",2.56460266666667,39,"1SW",458
"1155","1979_170887",2.58180533333333,49,"1SW",456
"1156","1979_171261",2.12370466666667,44,"1SW",450
"1157","1985_171475",2.561496,47,"1SW",438
"1158","1979_171839",2.01189733333333,37,"1SW",455
"1159","1985_171865",2.207744,43,"1SW",477
"1160","1979_172125",2.32266066666667,43,"1SW",437
"1161","1979_173265",1.931136,37,"1SW",423
"1162","1979_173538",2.19710333333333,47,"1SW",447
"1163","1979_173547",1.98318066666667,40,"1SW",439
"1164","1979_173799",1.64171,35,"1SW",441
"1165","1985_174034",2.27974666666667,38,"1SW",441
"1166","1979_174359",2.558426,48,"1SW",463
"1167","1979_174478",2.02867133333333,40,"1SW",431
"1168","1979_175508",2.18943866666667,41,"1SW",411
"1169","1979_175569",2.31676933333333,53,"1SW",438
"1170","1979_175890",1.971482,37,"1SW",404
"1171","1985_175910",2.11057666666667,38,"1SW",483
"1172","1979_175944",1.64721133333333,36,"1SW",442
"1173","1985_176428",1.99329933333333,44,"1SW",475
"1174","1979_176468",2.59127266666667,48,"1SW",468
"1175","1979_176636",2.33500533333333,41,"1SW",437
"1176","1979_176824",2.69242866666667,42,"1SW",419
"1177","1979_176936",2.42122666666667,46,"1SW",580
"1178","1979_177283",1.91914733333333,32,"1SW",424
"1179","1979_177311",1.808768,40,"1SW",452
"1180","1979_177525",2.48326733333333,44,"1SW",448
"1181","1979_177545",2.051952,32,"1SW",418
"1182","1979_177562",2.668068,43,"1SW",428
"1183","1979_177575",2.844684,50,"1SW",472
"1184","1985_177928",1.96446666666667,42,"1SW",472
"1185","1979_177989",2.561726,44,"1SW",453
"1186","1979_178226",2.39908333333333,49,"1SW",441
"1187","1979_178455",1.91575733333333,39,"1SW",411
"1188","1979_178694",2.07250133333333,37,"1SW",414
"1189","1979_178696",2.07041066666667,34,"1SW",429
"1190","1979_178883",2.224218,37,"1SW",418
"1191","1985_179218",2.305386,46,"1SW",472
"1192","1985_179503",2.013044,45,"1SW",470
"1193","1979_179769",2.91171866666667,51,"1SW",555
"1194","1979_180026",2.50584533333333,43,"1SW",417
"1195","1985_180279",2.195026,44,"1SW",471
"1196","1979_180491",2.24334266666667,43,"1SW",445
"1197","1979_180930",1.65892066666667,30,"1SW",448
"1198","1985_181109",2.48452266666667,47,"1SW",473
"1199","1979_181505",1.555186,36,"1SW",536
"1200","1979_181586",2.215776,42,"1SW",465
"1201","1979_182065",2.04394,42,"1SW",420
"1202","1979_182135",2.563172,48,"1SW",442
"1203","1979_182451",2.51859533333333,46,"1SW",458
"1204","1979_182748",2.51438866666667,43,"1SW",429
"1205","1979_183358",2.21147933333333,47,"1SW",517
"1206","1985_183711",3.037076,54,"1SW",476
"1207","1979_183886",1.32314066666667,33,"1SW",422
"1208","1979_184348",3.314092,57,"1SW",583
"1209","1979_184660",2.460346,49,"1SW",419
"1210","1979_184730",1.64838333333333,34,"1SW",410
"1211","1979_184853",2.26106466666667,37,"1SW",420
"1212","1979_184870",1.43799333333333,30,"1SW",400
"1213","1979_184891",2.539328,48,"1SW",571
"1214","1979_185019",2.20140666666667,39,"1SW",424
"1215","1979_185388",1.53576066666667,38,"1SW",463
"1216","1979_186094",2.36124133333333,47,"1SW",424
"1217","1979_186145",1.58384066666667,31,"1SW",415
"1218","1979_186286",1.94138666666667,39,"1SW",453
"1219","1985_186295",2.45119333333333,44,"1SW",475
"1220","1979_186368",1.68014066666667,36,"1SW",428
"1221","1979_187084",2.00970266666667,40,"1SW",415
"1222","1985_187092",2.51265133333333,46,"1SW",483
"1223","1979_187183",2.443658,41,"1SW",416
"1224","1979_187322",1.91883133333333,42,"1SW",451
"1225","1979_187424",2.46998666666667,48,"1SW",419
"1226","1979_187860",2.27027266666667,42,"1SW",448
"1227","1985_188203",3.09432666666667,49,"1SW",464
"1228","1979_188558",2.50752333333333,41,"1SW",536
"1229","1985_188749",2.26333733333333,40,"1SW",481
"1230","1985_188895",2.56065066666667,47,"1SW",486
"1231","1985_189590",2.20751133333333,42,"1SW",474
"1232","1979_189797",2.697742,52,"1SW",450
"1233","1985_189898",3.0617,49,"1SW",482
"1234","1979_189952",1.58912333333333,32,"1SW",395
"1235","1979_190053",2.20823533333333,40,"1SW",421
"1236","1979_190455",2.292268,41,"1SW",442
"1237","1979_190694",1.66176466666667,37,"1SW",438
"1238","1979_191087",2.30580933333333,45,"1SW",554
"1239","1979_191119",2.27314,40,"1SW",418
"1240","1979_191480",2.51590466666667,40,"1SW",441
"1241","1979_191496",1.87412066666667,35,"1SW",423
"1242","1979_191792",1.719994,36,"1SW",466
"1243","1985_191890",2.367942,43,"1SW",472
"1244","1979_192131",2.37310933333333,42,"1SW",424
"1245","1979_192179",1.65464866666667,36,"1SW",426
"1246","1979_192348",2.04992733333333,37,"1SW",415
"1247","1985_192374",2.24164133333333,41,"1SW",472
"1248","1979_192396",2.416722,42,"1SW",426
"1249","1979_193050",1.90665333333333,38,"1SW",441
"1250","1979_193263",1.798672,42,"1SW",424
"1251","1979_193567",1.821818,33,"1SW",421
"1252","1979_193682",2.39457666666667,40,"1SW",404
"1253","1979_194110",2.59621466666667,45,"1SW",576
"1254","1979_194230",2.07403,40,"1SW",436
"1255","1979_194287",2.08153333333333,38,"1SW",417
"1256","1979_194690",1.72480666666667,45,"1SW",554
"1257","1979_195499",2.34219866666667,45,"1SW",435
"1258","1985_196145",2.35092466666667,42,"1SW",474
"1259","1979_196322",2.11674733333333,38,"1SW",448
"1260","1979_197002",2.07607133333333,41,"1SW",460
"1261","1985_197909",2.43028666666667,49,"1SW",472
"1262","1979_197986",2.158922,43,"1SW",470
"1263","1979_198056",1.72945,34,"1SW",444
"1264","1979_198454",2.06156533333333,36,"1SW",430
"1265","1985_198687",2.74736066666667,47,"1SW",481
"1266","1985_198793",2.189076,44,"1SW",476
"1267","1979_199414",2.62517133333333,48,"1SW",558
"1268","1979_199433",1.79099666666667,33,"1SW",419
"1269","1979_199548",2.34076,41,"1SW",441
"1270","1979_199557",2.93475733333333,52,"1SW",428
"1271","1985_199786",3.056544,52,"1SW",476
"1272","1980_200079",2.16871866666667,42,"1SW",500
"1273","1980_200400",2.72056933333333,39,"1SW",425
"1274","1980_203517",2.70773733333333,47,"1SW",499
"1275","1980_204427",1.47022333333333,32,"1SW",447
"1276","1980_205896",2.925692,58,"1SW",574
"1277","1980_215694",2.5531,43,"1SW",549
"1278","1980_216089",2.65512666666667,52,"1SW",557
"1279","1980_217681",2.22048666666667,37,"1SW",478
"1280","1980_218912",2.48773,46,"1SW",497
"1281","1980_219098",2.231778,43,"1SW",478
"1282","1980_219127",2.21814133333333,41,"1SW",448
"1283","1980_222391",1.78477066666667,41,"1SW",472
"1284","1980_222496",2.45157333333333,47,"1SW",490
"1285","1980_224820",2.29148266666667,46,"1SW",553
"1286","1980_226180",1.79731466666667,33,"1SW",476
"1287","1980_229122",1.73903333333333,35,"1SW",408
"1288","1980_237397",1.731212,33,"1SW",414
"1289","1980_241354",1.72058733333333,40,"1SW",429
"1290","1980_243071",2.522278,47,"1SW",457
"1291","1980_245695",2.37729066666667,46,"1SW",546
"1292","1980_249782",2.14122933333333,44,"1SW",546
"1293","1981_251839",1.69417866666667,33,"1SW",427
"1294","1981_253348",1.33251733333333,31,"1SW",449
"1295","1981_255289",1.87261133333333,37,"1SW",449
"1296","1981_258359",1.681124,38,"1SW",408
"1297","1981_260198",1.88458066666667,42,"1SW",433
"1298","1981_261330",2.06678066666667,38,"1SW",421
"1299","1981_264860",2.22784866666667,43,"1SW",411
"1300","1981_265083",2.15795133333333,39,"1SW",420
"1301","1981_266335",1.45389666666667,34,"1SW",424
"1302","1981_267898",2.88689266666667,52,"1SW",540
"1303","1981_269804",2.16942666666667,37,"1SW",428
"1304","1981_269891",2.07470466666667,42,"1SW",430
"1305","1981_272965",3.51942733333333,58,"1SW",433
"1306","1981_275921",2.2732,44,"1SW",407
"1307","1981_276521",1.81196,37,"1SW",482
"1308","1981_276782",2.27213133333333,40,"1SW",439
"1309","1981_280703",2.03098466666667,38,"1SW",421
"1310","1981_281117",2.08958333333333,39,"1SW",458
"1311","1981_281173",2.23127666666667,44,"1SW",528
"1312","1981_281805",2.09292533333333,41,"1SW",481
"1313","1981_282311",2.39984733333333,46,"1SW",446
"1314","1981_284392",1.93831,40,"1SW",441
"1315","1981_284460",1.88711733333333,38,"1SW",424
"1316","1981_284543",1.845046,34,"1SW",413
"1317","1981_284884",2.32011466666667,42,"1SW",438
"1318","1981_286613",2.11239933333333,44,"1SW",561
"1319","1981_287512",1.82852533333333,38,"1SW",455
"1320","1981_288105",1.73239533333333,38,"1SW",448
"1321","1981_289521",2.30432666666667,44,"1SW",467
"1322","1981_290436",2.42800666666667,46,"1SW",458
"1323","1981_294920",2.37405066666667,40,"1SW",458
"1324","1981_296652",1.172934,29,"1SW",411
"1325","1986_306403",2.43251066666667,46,"1SW",467
"1326","1986_306477",2.59920333333333,46,"1SW",489
"1327","1986_312379",2.20281466666667,43,"1SW",482
"1328","1986_316061",1.952052,44,"1SW",446
"1329","1986_318578",2.88501,50,"1SW",476
"1330","1986_318863",2.43242933333333,49,"1SW",482
"1331","1986_319838",2.44470533333333,45,"1SW",481
"1332","1986_320350",2.78658733333333,50,"1SW",481
"1333","1986_320409",1.92267333333333,41,"1SW",451
"1334","1986_320848",1.95921666666667,38,"1SW",467
"1335","1986_323031",2.077026,39,"1SW",409
"1336","1986_323322",2.99832,48,"1SW",477
"1337","1986_326885",2.60644666666667,48,"1SW",482
"1338","1986_327952",2.607824,43,"1SW",477
"1339","1986_328947",2.372128,43,"1SW",480
"1340","1986_329307",2.70094333333333,46,"1SW",479
"1341","1986_329438",1.951816,43,"1SW",481
"1342","1986_329626",2.92861333333333,53,"1SW",476
"1343","1986_333109",2.67005666666667,47,"1SW",488
"1344","1986_333482",2.63714733333333,51,"1SW",482
"1345","1986_333545",2.05230066666667,43,"1SW",402
"1346","1986_334980",2.297648,42,"1SW",477
"1347","1986_336445",2.250498,44,"1SW",483
"1348","1986_337549",2.49289666666667,49,"1SW",496
"1349","1986_341915",2.668198,51,"1SW",511
"1350","1986_342842",2.54991666666667,46,"1SW",468
"1351","1986_344027",1.97641466666667,36,"1SW",430
"1352","1986_344110",2.600286,47,"1SW",480
"1353","1986_345258",2.232468,45,"1SW",475
"1354","1986_345955",2.043312,42,"1SW",478
"1355","1986_346811",2.50629333333333,47,"1SW",480
"1356","1986_346992",1.99480266666667,40,"1SW",475
"1357","1986_347419",2.08786133333333,45,"1SW",474
"1358","1986_347538",2.504854,44,"1SW",495
"1359","1986_347578",2.29029666666667,43,"1SW",480
"1360","1986_348827",2.35697066666667,50,"1SW",456
"1361","1986_349627",2.142476,42,"1SW",488
"1362","1986_350246",2.83976866666667,49,"1SW",424
"1363","1986_352578",2.35830933333333,46,"1SW",436
"1364","1986_353271",2.53383266666667,41,"1SW",428
"1365","1986_355348",2.55868066666667,46,"1SW",480
"1366","1986_357390",2.559544,51,"1SW",489
"1367","1986_359080",1.812724,42,"1SW",480
"1368","1986_360296",2.30217933333333,46,"1SW",479
"1369","1986_361976",2.52802533333333,44,"1SW",475
"1370","1986_362041",2.37119866666667,46,"1SW",479
"1371","1986_362125",1.93950866666667,40,"1SW",474
"1372","1986_363490",2.65122,44,"1SW",479
"1373","1986_363986",2.73927533333333,47,"1SW",419
"1374","1986_364586",2.12626333333333,43,"1SW",476
"1375","1986_365808",1.84773333333333,41,"1SW",431
"1376","1986_365824",2.53252266666667,46,"1SW",477
"1377","1986_365980",2.877314,48,"1SW",424
"1378","1986_366022",2.97047866666667,54,"1SW",482
"1379","1986_367962",2.63560466666667,45,"1SW",422
"1380","1986_370620",2.678298,46,"1SW",427
"1381","1986_371105",2.44424333333333,45,"1SW",474
"1382","1986_371114",2.05114,44,"1SW",486
"1383","1986_371689",2.05114,44,"1SW",476
"1384","1986_372418",2.26141266666667,46,"1SW",481
"1385","1986_373288",2.02253333333333,38,"1SW",400
"1386","1986_375954",2.69477866666667,47,"1SW",483
"1387","1986_376170",2.87119733333333,49,"1SW",423
"1388","1986_376720",2.23810466666667,46,"1SW",481
"1389","1986_378291",2.07075533333333,45,"1SW",478
"1390","1986_379632",2.383852,49,"1SW",475
"1391","1986_379719",2.38417,50,"1SW",474
"1392","1986_379853",2.020636,41,"1SW",521
"1393","1986_380920",2.039318,39,"1SW",388
"1394","1986_381708",1.938562,41,"1SW",481
"1395","1986_382939",2.47717666666667,47,"1SW",483
"1396","1986_383311",3.28297333333333,58,"1SW",488
"1397","1986_383531",2.71322333333333,47,"1SW",420
"1398","1986_383912",2.18179866666667,38,"1SW",424
"1399","1986_385026",3.20890866666667,59,"1SW",473
"1400","1986_386875",3.12357533333333,56,"1SW",487
"1401","1986_388802",2.59922666666667,42,"1SW",486
"1402","1986_392372",2.00127466666667,41,"1SW",472
"1403","1986_393478",2.67038933333333,49,"1SW",478
"1404","1986_393749",2.54137,46,"1SW",480
"1405","1986_394392",2.68481933333333,50,"1SW",481
"1406","1986_394575",2.106992,45,"1SW",475
"1407","1986_395404",2.77432533333333,50,"1SW",478
"1408","1986_395914",3.35498666666667,60,"1SW",490
"1409","1986_396257",2.146176,40,"1SW",418
"1410","1986_396669",1.89184666666667,37,"1SW",416
"1411","1986_397192",3.23626933333333,50,"1SW",508
"1412","1986_397479",2.52381133333333,43,"1SW",480
"1413","1986_398135",1.81288333333333,39,"1SW",437
"1414","1986_398598",2.91448,51,"1SW",507
"1415","1986_399323",1.95210666666667,46,"1SW",481
"1416","1987_451425",2.3977,53,"1SW",579
"1417","1987_452330",2.298722,47,"1SW",485
"1418","1987_452383",1.86724066666667,40,"1SW",498
"1419","1987_452951",1.66457,36,"1SW",471
"1420","1987_457860",2.66268933333333,52,"1SW",512
"1421","1987_462609",2.34178733333333,46,"1SW",519
"1422","1987_466029",3.39349333333333,68,"1SW",477
"1423","1987_470483",2.46844333333333,45,"1SW",476
"1424","1987_471995",2.406656,46,"1SW",482
"1425","1987_473307",2.01776333333333,40,"1SW",483
"1426","1987_473937",2.47739733333333,47,"1SW",516
"1427","1987_477177",2.37023666666667,48,"1SW",479
"1428","1987_479290",2.32046666666667,49,"1SW",493
"1429","1987_480556",2.13455466666667,45,"1SW",482
"1430","1987_482159",2.47443533333333,46,"1SW",490
"1431","1987_490542",2.98642333333333,48,"1SW",490
"1432","1987_493935",1.938284,50,"1SW",475
"1433","1987_494066",2.60648666666667,52,"1SW",483
"1434","1987_494120",2.63236933333333,47,"1SW",469
"1435","1987_496729",1.89954666666667,41,"1SW",480
"1436","1987_499162",2.04444133333333,42,"1SW",490
"1437","1987_499932",2.136496,42,"1SW",480
"1438","1987_501657",2.12717266666667,41,"1SW",502
"1439","1987_505002",1.737954,36,"1SW",430
"1440","1987_505438",2.21610266666667,42,"1SW",466
"1441","1987_506507",2.3968,45,"1SW",433
"1442","1987_508738",2.49478666666667,42,"1SW",488
"1443","1987_509237",2.22825533333333,45,"1SW",482
"1444","1987_509350",2.559188,45,"1SW",500
"1445","1987_511374",3.51076533333333,59,"1SW",478
"1446","1987_511600",2.181004,46,"1SW",508
"1447","1987_512081",2.33130533333333,43,"1SW",482
"1448","1987_512316",2.057578,41,"1SW",489
"1449","1987_513815",2.43630933333333,48,"1SW",499
"1450","1987_515947",2.95131,52,"1SW",488
"1451","1987_518786",2.279884,43,"1SW",519
"1452","1987_520857",1.81053066666667,41,"1SW",471
"1453","1987_522786",2.45458533333333,45,"1SW",482
"1454","1987_526188",2.20040666666667,51,"1SW",522
"1455","1987_539678",2.767024,54,"1SW",477
"1456","1987_541262",1.8871,40,"1SW",435
"1457","1987_541583",2.13897,47,"1SW",486
"1458","1987_543023",2.66160066666667,49,"1SW",491
"1459","1987_543863",2.412648,51,"1SW",468
"1460","1987_545708",2.73920666666667,48,"1SW",470
"1461","1987_547056",2.31472,45,"1SW",479
"1462","1987_547228",2.17334,47,"1SW",496
"1463","1988_600234",2.29730666666667,40,"1SW",469
"1464","1988_600727",1.62506733333333,36,"1SW",430
"1465","1988_602276",2.280126,40,"1SW",484
"1466","1988_602487",2.09783666666667,48,"1SW",471
"1467","1988_602542",2.20155133333333,44,"1SW",467
"1468","1988_603368",2.31090266666667,49,"1SW",450
"1469","1988_604439",2.36697,42,"1SW",503
"1470","1988_606509",2.957968,54,"1SW",479
"1471","1988_607109",2.42157133333333,46,"1SW",471
"1472","1988_610216",2.65886,49,"1SW",469
"1473","1988_622794",2.47229133333333,42,"1SW",443
"1474","1988_623681",2.402958,48,"1SW",465
"1475","1988_625215",2.59185266666667,45,"1SW",469
"1476","1988_625612",3.02259666666667,50,"1SW",434
"1477","1988_626595",2.07862333333333,43,"1SW",454
"1478","1988_627163",2.64704666666667,46,"1SW",481
"1479","1988_627420",3.02247533333333,49,"1SW",500
"1480","1988_628399",1.84204066666667,43,"1SW",466
"1481","1988_628448",2.01482133333333,37,"1SW",409
"1482","1988_629705",1.52984133333333,31,"1SW",469
"1483","1988_633361",2.42279333333333,45,"1SW",469
"1484","1988_635907",2.21573333333333,40,"1SW",464
"1485","1988_636711",2.278034,48,"1SW",411
"1486","1988_638455",2.50874066666667,44,"1SW",464
"1487","1988_638897",2.29881266666667,41,"1SW",466
"1488","1988_639285",2.50446866666667,51,"1SW",464
"1489","1988_640210",2.494808,47,"1SW",431
"1490","1988_640237",2.63615333333333,47,"1SW",463
"1491","1988_642139",2.50055533333333,48,"1SW",468
"1492","1988_642364",2.82803533333333,48,"1SW",436
"1493","1988_642618",2.30646066666667,47,"1SW",473
"1494","1988_644985",2.688526,53,"1SW",472
"1495","1988_645125",2.51734733333333,44,"1SW",442
"1496","1988_647255",2.02309266666667,44,"1SW",461
"1497","1988_647858",2.66008133333333,48,"1SW",473
"1498","1988_648159",2.60638266666667,48,"1SW",467
"1499","1988_648379",2.39279733333333,44,"1SW",478
"1500","1988_650437",2.10962866666667,47,"1SW",465
"1501","1988_651765",2.58202,44,"1SW",431
"1502","1988_653023",3.01347066666667,52,"1SW",475
"1503","1988_657271",2.88045266666667,49,"1SW",468
"1504","1966_661002",2.732166,45,"1SW",489
"1505","1988_661102",2.33939666666667,42,"1SW",467
"1506","1966_662001",3.150126,52,"1SW",548
"1507","1966_662002",3.07904066666667,51,"1SW",557
"1508","1988_662814",2.47631333333333,47,"1SW",465
"1509","1988_662863",2.866386,48,"1SW",467
"1510","1966_663008",2.57480666666667,44,"1SW",523
"1511","1966_663016",2.60535333333333,47,"1SW",535
"1512","1966_663017",2.51043,46,"1SW",542
"1513","1966_663019",3.099138,52,"1SW",545
"1514","1966_663020",3.14572666666667,51,"1SW",548
"1515","1966_663022",2.25098866666667,50,"1SW",566
"1516","1966_663047",3.30598333333333,56,"1SW",599
"1517","1966_663070",2.261564,43,"1SW",462
"1518","1988_663824",2.34589266666667,48,"1SW",468
"1519","1966_664002",2.66352133333333,46,"1SW",486
"1520","1988_665674",2.066458,42,"1SW",468
"1521","1988_665863",2.40291533333333,46,"1SW",466
"1522","1988_666515",3.07089133333333,53,"1SW",468
"1523","1988_667685",1.71231333333333,38,"1SW",453
"1524","1988_670433",2.40696733333333,40,"1SW",414
"1525","1988_671013",3.74077133333333,67,"1SW",456
"1526","1988_675427",2.71560933333333,48,"1SW",476
"1527","1988_675505",2.231028,42,"1SW",478
"1528","1988_678000",2.363176,44,"1SW",471
"1529","1988_679438",2.20532466666667,46,"1SW",469
"1530","1988_682167",2.185806,41,"1SW",471
"1531","1988_684279",1.656094,36,"1SW",425
"1532","1988_688130",2.61409066666667,46,"1SW",461
"1533","1988_688901",1.74215666666667,38,"1SW",487
"1534","1988_689328",2.101568,39,"1SW",474
"1535","1988_690430",2.02411133333333,46,"1SW",456
"1536","1988_692210",1.927722,36,"1SW",474
"1537","1988_692926",2.497972,45,"1SW",476
"1538","1988_694223",2.375368,46,"1SW",474
"1539","1988_697525",2.30203666666667,34,"1SW",468
"1540","1988_699102",2.35438,44,"1SW",470
"1541","1989_711864",2.50056666666667,46,"1SW",503
"1542","1989_714335",3.133438,53,"1SW",493
"1543","1989_721702",2.94479266666667,47,"1SW",453
"1544","1989_723564",2.05100266666667,41,"1SW",481
"1545","1989_727691",2.17723266666667,46,"1SW",477
"1546","1989_727926",3.13770066666667,51,"1SW",475
"1547","1990_760211",2.85967333333333,45,"1SW",490
"1548","1990_761999",2.439366,43,"1SW",479
"1549","1990_764069",2.528926,46,"1SW",483
"1550","1990_764220",2.26746866666667,52,"1SW",490
"1551","1990_770342",2.19911866666667,43,"1SW",469
"1552","1990_770982",2.77829866666667,48,"1SW",496
"1553","1990_781968",2.37453933333333,44,"1SW",507
"1554","1990_783473",2.03287133333333,40,"1SW",440
"1555","1990_785232",1.886372,43,"1SW",463
"1556","1990_792205",2.402392,47,"1SW",473
"1557","1990_794182",2.96187666666667,48,"1SW",463
"1558","1967_260",3.58219933333333,65,"2SW",803
"1559","1967_629",3.460908,62,"2SW",820
"1560","1969_4232",3.28471666666667,58,"2SW",783
"1561","1969_4324",2.989644,57,"2SW",791
"1562","1969_6063",3.526552,66,"2SW",849
"1563","1969_6088",2.76827133333333,55,"2SW",769
"1564","1969_9635",2.98598666666667,58,"2SW",840
"1565","1976_14102",2.12755666666667,48,"2SW",775
"1566","1970_17452",2.713392,52,"2SW",823
"1567","1970_30349",2.67697533333333,55,"2SW",816
"1568","1972_48783",3.23649333333333,64,"2SW",812
"1569","1973_60541",3.05714066666667,56,"2SW",793
"1570","1983_66042",2.47424866666667,54,"2SW",856
"1571","1973_66359",2.874528,61,"2SW",772
"1572","1971_79033",3.18648533333333,58,"2SW",833
"1573","1971_81294",3.25993333333333,53,"2SW",837
"1574","1971_83317",3.483114,62,"2SW",815
"1575","1983_83521",2.77730666666667,60,"2SW",794
"1576","1971_83940",3.5163,65,"2SW",847
"1577","1971_84791",3.73337,67,"2SW",822
"1578","1973_86113",2.48167533333333,62,"2SW",787
"1579","1971_88150",4.049214,63,"2SW",846
"1580","1971_91835",3.126904,58,"2SW",743
"1581","1971_97169",3.5078,56,"2SW",829
"1582","1979_144023",4.12672066666667,76,"2SW",813
"1583","1980_233730",3.512806,58,"2SW",803
"1584","1986_325514",3.12544266666667,60,"2SW",783
"1585","1986_370771",3.03371466666667,66,"2SW",848
"1586","1986_378810",3.285258,65,"2SW",788
"1587","1986_380235",2.92861266666667,55,"2SW",774
"1588","1966_661009",3.35085466666667,60,"2SW",799
"1589","1966_663051",3.08590866666667,60,"2SW",787
"1590","1966_663055",3.62305266666667,60,"2SW",800
"1591","1966_663058",3.450768,59,"2SW",773
"1592","1966_663059",2.951194,58,"2SW",777
"1593","1966_663061",2.39797733333333,51,"2SW",795
"1594","1966_663062",3.27460466666667,60,"2SW",800
"1595","1966_663064",3.20956266666667,59,"2SW",815
"1596","1966_663065",3.08252933333333,56,"2SW",819
"1597","1966_663066",3.06644866666667,56,"2SW",824
"1598","1966_664023",4.04472,64,"2SW",796
"1599","1966_664026",3.40607066666667,59,"2SW",828
